Time,IPAddress,Value,Type,Critic,Observe
16:51 ,fd00::c30c:0:0:2,-7,temperature,0,66
16:53 ,fd00::c30c:0:0:2,-13,temperature,0,67
16:55 ,fd00::c30c:0:0:2,-17,temperature,0,68
17:03 ,fd00::c30c:0:0:2,-13,temperature,0,69
17:05 ,fd00::c30c:0:0:2,-7,temperature,0,70
17:07 ,fd00::c30c:0:0:2,0,temperature,0,71
17:09 ,fd00::c30c:0:0:2,6,temperature,0,72
17:11 ,fd00::c30c:0:0:2,14,temperature,0,73
17:13 ,fd00::c30c:0:0:2,22,temperature,0,74
17:15 ,fd00::c30c:0:0:2,29,temperature,0,75
17:17 ,fd00::c30c:0:0:2,34,temperature,1,76
17:19 ,fd00::c30c:0:0:2,38,temperature,1,77
17:21 ,fd00::c30c:0:0:2,39,temperature,1,78
17:25 ,fd00::c30c:0:0:2,36,temperature,1,79
17:27 ,fd00::c30c:0:0:2,32,temperature,1,80
17:29 ,fd00::c30c:0:0:2,26,temperature,0,81
17:31 ,fd00::c30c:0:0:2,19,temperature,0,82
17:33 ,fd00::c30c:0:0:2,11,temperature,0,83
17:35 ,fd00::c30c:0:0:2,3,temperature,0,84
17:37 ,fd00::c30c:0:0:2,-4,temperature,0,85
17:39 ,fd00::c30c:0:0:2,-10,temperature,0,86
17:41 ,fd00::c30c:0:0:2,-15,temperature,0,87
17:45 ,fd00::c30c:0:0:2,-19,temperature,0,88
17:51 ,fd00::c30c:0:0:2,-11,temperature,0,89
17:53 ,fd00::c30c:0:0:2,-5,temperature,0,90
17:55 ,fd00::c30c:0:0:2,2,temperature,0,91
17:57 ,fd00::c30c:0:0:2,10,temperature,0,92
18:01 ,fd00::c30c:0:0:2,2,temperature,0,93
18:03 ,fd00::c30c:0:0:2,-5,temperature,0,94
18:05 ,fd00::c30c:0:0:2,-11,temperature,0,95
18:07 ,fd00::c30c:0:0:2,-16,temperature,0,96
18:17 ,fd00::c30c:0:0:2,-10,temperature,0,97
18:19 ,fd00::c30c:0:0:2,-3,temperature,0,98
18:21 ,fd00::c30c:0:0:2,3,temperature,0,99
18:23 ,fd00::c30c:0:0:2,11,temperature,0,100
18:25 ,fd00::c30c:0:0:2,19,temperature,0,101
18:27 ,fd00::c30c:0:0:2,26,temperature,0,102
18:29 ,fd00::c30c:0:0:2,32,temperature,0,103
18:31 ,fd00::c30c:0:0:2,36,temperature,1,104
18:33 ,fd00::c30c:0:0:2,39,temperature,1,105
18:37 ,fd00::c30c:0:0:2,38,temperature,1,106
18:39 ,fd00::c30c:0:0:2,34,temperature,1,107
18:41 ,fd00::c30c:0:0:2,29,temperature,0,108
18:43 ,fd00::c30c:0:0:2,22,temperature,0,109
18:45 ,fd00::c30c:0:0:2,14,temperature,0,110
18:47 ,fd00::c30c:0:0:2,6,temperature,0,111
18:49 ,fd00::c30c:0:0:2,0,temperature,0,112
18:51 ,fd00::c30c:0:0:2,-7,temperature,0,113
18:53 ,fd00::c30c:0:0:2,-13,temperature,0,114
18:55 ,fd00::c30c:0:0:2,-17,temperature,0,115
19:03 ,fd00::c30c:0:0:2,-13,temperature,0,116
19:05 ,fd00::c30c:0:0:2,-7,temperature,0,117
19:07 ,fd00::c30c:0:0:2,0,temperature,0,118
19:09 ,fd00::c30c:0:0:2,6,temperature,0,119
19:11 ,fd00::c30c:0:0:2,14,temperature,0,120
19:13 ,fd00::c30c:0:0:2,22,temperature,0,121
19:15 ,fd00::c30c:0:0:2,29,temperature,0,122
19:17 ,fd00::c30c:0:0:2,34,temperature,1,123
19:19 ,fd00::c30c:0:0:2,38,temperature,1,124
19:21 ,fd00::c30c:0:0:2,39,temperature,1,125
19:25 ,fd00::c30c:0:0:2,36,temperature,1,126
19:27 ,fd00::c30c:0:0:2,32,temperature,1,127
19:29 ,fd00::c30c:0:0:2,26,temperature,0,128
19:31 ,fd00::c30c:0:0:2,19,temperature,0,129
19:33 ,fd00::c30c:0:0:2,11,temperature,0,130
19:35 ,fd00::c30c:0:0:2,3,temperature,0,131
19:37 ,fd00::c30c:0:0:2,-4,temperature,0,132
19:39 ,fd00::c30c:0:0:2,-10,temperature,0,133
19:41 ,fd00::c30c:0:0:2,-15,temperature,0,134
19:45 ,fd00::c30c:0:0:2,-19,temperature,0,135
19:51 ,fd00::c30c:0:0:2,-11,temperature,0,136
19:53 ,fd00::c30c:0:0:2,-5,temperature,0,137
19:55 ,fd00::c30c:0:0:2,2,temperature,0,138
